transaction_id,store_id,product_id,date_id,customer_id,quantity_sold,total_sales
216,8,88,84,54,623,173.6
217,3,56,80,85,577,47.58
218,3,13,16,61,43,138.22
219,9,91,54,10,119,174.38
220,17,80,14,93,338,60.76
221,17,41,54,80,371,142.99
222,9,94,51,29,941,149.16
223,8,83,89,52,887,168.49
224,18,47,89,29,439,193.25
225,12,55,39,33,586,85.42
226,11,19,11,39,580,102.52
227,13,5,2,97,479,30.86
228,1,54,13,99,256,95.07
229,2,6,89,89,766,26.5
230,5,61,82,80,127,147.2
231,18,22,23,64,343,119.88
232,2,88,6,25,954,163.7
233,6,43,18,64,577,58.79
234,9,94,59,81,562,180.11
235,8,78,27,67,922,89.26
236,3,38,6,21,259,82.91
237,19,55,99,27,443,83.81
238,9,16,32,93,264,46.84
239,10,33,24,36,840,110.01
240,10,18,25,74,475,62.16
241,11,100,32,61,506,20.5
242,3,64,53,73,685,14.41
243,20,9,52,71,384,30.36
244,19,36,59,44,340,28.66
245,6,33,6,63,956,25.8
246,15,89,4,26,683,32.64
247,14,88,61,68,206,148.48
248,15,94,77,10,506,46.42
249,6,61,16,60,33,66.09
250,16,63,4,60,666,189.01
251,7,31,74,51,39,138.33
252,15,62,13,38,960,14.52
253,6,37,40,63,74,153.35
254,11,24,21,49,131,153.76
255,14,100,87,73,782,162.44
256,12,67,11,98,122,29.31
257,15,37,30,2,989,73.24
258,10,74,80,13,163,99.56
259,9,80,85,58,749,190.71
260,7,5,34,65,350,116.09
261,6,60,40,13,795,131.69
262,18,10,62,15,673,122.35
263,16,34,98,7,244,126.49
264,1,12,18,68,815,39.78
265,2,31,60,100,764,58.16
266,6,25,4,23,477,133.65
267,3,84,37,95,865,143.14
268,7,84,17,65,169,115.26
269,1,2,16,21,532,105.4
270,11,70,49,2,843,110.51
271,13,36,1,16,537,24.73
272,10,38,96,87,792,163.85
273,6,68,41,29,145,48.87
274,13,72,10,63,602,69.27
275,8,12,59,26,264,79.92
276,20,66,95,40,32,91.28
277,9,95,74,61,667,136.37
278,10,90,41,89,962,16.75
279,10,6,74,85,70,62.12
280,8,68,96,90,981,89.37
281,7,92,44,24,330,182.34
282,12,65,91,18,971,195.38
283,15,22,93,14,34,169.32
284,5,8,80,96,593,64.73
285,15,59,51,78,535,185.77
286,13,77,12,46,908,148.11
287,17,54,88,19,401,146.19
288,20,45,78,68,585,158.47
289,14,90,100,94,471,94.94
290,10,35,40,9,567,74.23
291,16,77,56,59,298,179.14
292,9,50,79,26,882,144.2
293,7,68,59,62,91,100.77
294,13,43,40,31,810,178.41
295,18,81,48,83,143,171.44
296,2,42,85,57,635,61.21
297,3,37,41,44,526,183.57
298,19,59,60,44,396,38.92
299,8,42,94,38,227,161.81
300,12,79,42,9,184,161.14
301,12,59,65,84,544,62.35
302,2,19,28,57,173,144.54
303,9,49,26,57,240,140.51
304,16,24,28,16,959,126.05
305,15,4,19,70,539,13.95
306,19,30,43,60,652,132.73
307,3,85,38,71,909,142.5
308,19,41,38,55,728,145.68
309,13,91,43,94,76,61.59
310,19,64,90,59,648,97.62
311,12,5,59,13,211,45.33
312,7,99,100,69,509,114.09
313,13,6,85,28,198,74.13
314,13,57,45,67,115,177.53
315,15,57,18,74,38,179.26
316,18,34,51,98,400,37.51
317,6,36,28,63,951,110.68
318,10,67,66,88,639,185.23
319,16,2,72,56,51,46.61
320,16,5,46,69,848,70.97
321,11,98,93,85,360,151.21
322,20,41,45,72,86,12.79
323,8,43,66,82,436,118.51
324,19,54,60,82,918,119.78
325,15,96,57,66,638,116.35
326,20,60,25,28,258,167.64
327,1,95,83,64,798,98.79
328,15,30,18,41,777,137.14
329,5,97,51,70,827,158.1
330,10,2,62,84,792,13.4
331,16,89,95,16,227,52.75
332,4,39,98,74,386,97.97
333,15,79,65,23,889,75.31
334,2,73,64,89,268,182.4
335,3,62,28,46,218,193.37
336,16,24,3,40,70,29.91
337,4,49,71,60,962,176.91
338,16,27,10,57,334,185.53
339,18,51,95,36,502,148.27
340,18,43,63,37,927,119.21
341,20,49,33,16,775,103.42
342,12,49,40,88,860,94.66
343,15,49,20,85,681,94.68
344,20,50,80,28,221,57.34
345,20,90,50,40,966,123.75
346,20,65,64,64,535,57.41
347,20,32,93,28,835,74.31
348,9,39,18,24,538,148.91
349,6,13,72,7,480,117.06
350,7,4,17,51,463,106.13
351,10,87,54,91,515,157.7
352,11,67,84,91,735,112.22
353,9,21,86,96,814,117.53
354,14,68,4,60,393,20.35
355,6,48,32,90,350,115.51
356,20,83,68,79,482,152.86
357,19,5,55,12,126,47.24
358,20,6,26,18,506,88.95
359,7,8,98,22,288,46.46
360,20,35,34,80,310,90.51
361,11,5,47,72,556,96.28
362,7,51,72,53,665,199.17
363,16,32,71,22,886,33.47
364,4,52,95,16,837,147.0
365,18,46,12,30,502,194.73
366,17,92,16,39,587,166.2
367,18,56,16,76,156,83.63
368,18,42,98,2,292,142.93
369,19,11,38,67,466,121.07
370,2,2,20,18,313,142.44
371,20,89,74,56,289,159.83
372,14,31,11,56,720,178.97
373,13,23,99,73,230,17.78
374,16,93,69,32,174,124.29
375,16,10,98,84,890,117.35
376,2,63,4,12,864,180.52
377,4,35,95,68,357,185.76
378,9,11,70,41,941,79.56
379,5,80,86,17,744,199.46
380,12,39,97,90,10,54.58
381,18,75,9,39,85,65.31
382,16,13,92,63,749,52.96
383,10,54,27,72,632,54.63
384,14,34,25,73,26,50.05
385,18,72,85,35,263,192.43
386,15,39,6,48,533,173.82
387,20,14,45,17,12,183.6
388,4,37,17,69,298,74.37
389,11,95,43,89,241,137.12
390,3,17,6,26,419,29.22
391,9,34,7,77,143,193.7
392,6,57,97,70,651,20.79
393,15,17,13,19,862,80.47
394,10,42,51,19,246,56.51
395,1,12,50,48,312,100.11
396,12,16,15,75,210,133.49
397,14,37,91,7,977,87.14
398,7,38,92,74,615,30.91
399,18,59,78,22,94,193.21
400,12,74,85,28,642,10.27
401,14,29,35,66,97,132.96
402,5,52,29,27,584,10.56
403,9,35,61,5,744,93.74
404,19,57,38,71,346,122.29
405,9,39,76,51,694,190.58
406,13,72,22,14,529,18.34
407,7,41,98,82,806,181.53
408,18,74,21,77,639,96.87
409,13,64,88,36,286,105.5
410,15,18,29,3,145,21.99
411,10,31,39,52,263,81.67
412,13,7,42,16,298,18.89
413,12,16,97,1,54,149.78
414,15,36,1,25,239,159.42
415,5,24,44,28,478,164.26
416,12,57,41,98,133,53.88
417,2,4,92,72,159,166.12
418,19,46,87,82,532,170.54
419,1,80,35,9,303,128.23
420,14,83,57,11,223,121.41
421,6,66,51,98,11,114.62
422,1,38,92,93,540,35.4
423,6,6,66,8,720,190.64
424,8,55,46,8,441,169.8
425,17,65,2,18,774,58.27
426,10,89,31,37,301,149.72
427,16,90,63,98,281,107.11
428,19,31,64,41,505,75.84
429,2,50,92,60,532,33.42
430,9,4,72,58,965,150.96
431,13,9,7,46,446,197.27
432,13,63,20,74,7,81.16
433,13,87,48,43,322,18.14
434,13,65,37,50,515,157.54
435,17,63,74,27,804,81.79
436,14,49,54,88,400,68.17
437,3,66,99,11,281,46.86
438,20,31,55,17,796,38.09
439,15,5,69,44,843,59.94
440,10,37,71,97,586,73.83
441,15,86,13,58,750,92.19
442,13,30,43,89,209,33.7
443,10,94,14,25,411,97.32
444,12,13,49,62,14,160.93
445,2,27,95,59,107,66.19
446,8,95,16,46,514,145.77
447,4,14,45,68,86,19.89
448,4,76,86,97,304,159.03
449,13,75,23,48,263,138.9
450,20,46,59,89,334,116.54
451,20,14,100,51,464,186.34
452,16,62,67,50,208,104.03
453,8,34,76,95,462,16.61
454,7,100,85,66,122,152.22
455,10,68,40,57,154,138.04
456,12,38,80,57,159,139.27
457,11,11,22,66,833,106.57
458,6,20,50,79,844,161.02
459,15,51,79,27,250,133.38
460,8,13,48,30,695,32.94
461,5,64,1,2,253,154.43
462,7,68,91,78,785,65.26
463,20,58,28,94,908,85.87
464,5,37,96,8,279,148.51
465,10,46,15,27,376,186.7
466,6,11,43,47,388,38.08
467,9,16,1,56,723,198.0
468,3,22,19,49,347,47.47
469,13,28,23,72,453,135.12
470,20,32,94,67,64,177.16
471,7,63,72,99,799,194.38
472,16,61,51,73,412,123.85
473,3,89,5,49,796,87.18
474,20,25,32,83,843,36.88
475,6,48,16,14,101,147.26
476,2,56,26,24,659,150.15
477,16,6,84,10,493,103.25
478,15,41,43,11,720,46.0
479,14,11,20,95,530,28.68
480,13,24,90,15,977,173.14
481,20,79,40,66,138,81.07
482,2,64,34,61,336,121.16
483,19,80,3,26,887,171.61
484,10,74,49,71,970,95.68
485,5,68,49,32,200,50.65
486,13,39,67,48,501,86.16
487,4,51,89,100,200,42.1
488,7,9,42,92,608,168.4
489,16,62,49,97,76,16.43
490,18,22,77,93,368,149.78
491,12,52,87,12,181,140.13
492,9,71,13,62,797,107.85
493,20,72,12,70,424,118.28
494,13,48,63,17,217,102.85
495,3,52,28,6,171,109.01
496,8,25,54,2,557,149.56
497,4,13,47,75,922,87.23
498,8,19,47,87,191,116.01
499,18,39,14,74,164,115.01
500,12,10,27,54,866,166.68
501,9,61,42,74,320,23.5
502,20,65,46,60,311,54.19
503,6,89,32,4,958,86.35
504,9,24,40,19,31,83.0
505,10,55,52,55,823,104.26
506,3,62,14,15,708,19.17
507,9,39,29,41,918,108.51
508,11,63,78,44,240,143.19
509,18,17,47,4,708,96.15
510,17,75,58,14,600,137.55
511,5,37,66,20,837,62.06
512,4,23,63,79,900,89.23
513,13,99,80,39,747,69.76
514,20,95,73,16,763,98.54
515,2,63,34,78,142,129.04
516,20,13,91,86,512,196.87
517,12,22,68,13,852,31.57
518,4,19,57,71,202,92.52
519,4,89,39,75,342,67.2
520,2,54,39,14,591,141.11
521,8,62,48,94,752,63.06
522,15,24,50,67,672,36.39
523,16,42,62,73,957,137.55
524,12,72,32,12,687,90.35
525,8,71,22,51,454,153.01
526,3,79,23,66,876,161.03
527,8,88,83,44,420,73.15
528,2,48,69,38,56,160.3
529,9,12,68,55,474,112.9
530,19,12,18,6,635,82.38
531,19,90,97,63,273,182.09
532,7,57,22,95,629,113.36
533,2,18,43,100,91,112.28
534,13,88,32,71,273,26.64
535,11,89,41,13,610,107.1
536,13,61,86,78,376,52.44
537,12,99,27,90,896,176.47
538,9,32,58,41,97,198.81
539,19,84,95,38,392,117.02
540,20,100,53,99,972,156.23
541,17,72,87,22,163,72.2
542,14,76,3,12,286,156.3
543,9,80,10,61,636,142.68
544,5,81,2,30,641,132.82
545,20,67,85,47,594,121.03
546,8,50,25,64,705,30.04
547,12,77,27,67,610,114.88
548,1,62,91,86,515,50.09
549,16,88,94,1,626,19.13
550,9,49,2,91,358,19.32
551,17,18,49,61,105,39.49
552,8,12,45,1,163,144.94
553,17,9,19,63,124,98.7
554,11,20,64,19,322,160.62
555,4,32,13,80,684,51.2
556,15,86,20,96,708,137.51
557,2,6,90,23,548,121.12
558,8,10,24,59,713,171.05
559,3,71,33,63,521,128.69
560,17,91,19,10,33,75.34
561,14,63,4,5,919,145.83
562,16,59,53,18,950,100.06
563,6,32,38,57,234,93.95
564,10,53,9,54,572,164.41
565,4,53,44,9,846,118.17
566,17,87,10,10,545,63.35
567,8,5,80,54,322,80.8
568,11,26,4,53,279,195.85
569,9,89,39,92,271,194.22
570,10,20,42,91,736,163.71
571,10,99,56,68,209,33.92
572,13,74,68,100,474,24.58
573,15,50,78,48,580,180.17
574,17,68,6,18,903,77.28
575,13,91,81,4,673,133.64
576,18,30,38,5,796,70.93
577,5,8,32,60,173,61.59
578,8,20,29,34,396,103.28
579,8,61,2,94,298,15.28
580,8,85,87,99,499,132.69
581,10,34,61,69,56,155.58
582,9,100,50,3,906,101.14
583,9,79,86,86,745,182.15
584,19,34,72,63,761,115.7
585,20,62,50,73,486,20.41
586,15,42,85,21,724,148.08
587,15,95,3,99,389,159.46
588,13,95,33,12,160,14.08
589,9,76,97,54,194,92.25
590,15,15,27,45,71,72.15
591,4,65,73,69,141,166.74
592,18,18,43,32,420,193.98
593,14,35,28,27,411,41.66
594,16,15,40,52,677,53.18
595,10,30,35,77,613,37.0
596,13,79,78,43,299,13.93
597,9,23,62,58,993,156.06
598,5,17,24,46,285,84.85
599,16,86,85,87,873,58.35
600,15,93,4,10,113,39.76
601,8,69,16,64,136,118.21
602,11,47,32,61,554,109.31
603,11,13,84,86,961,175.07
604,13,54,43,38,267,53.73
605,10,75,69,65,317,73.23
606,6,83,49,56,490,37.88
607,19,74,9,15,652,196.04
608,18,8,50,43,86,56.92
609,6,45,76,19,468,122.73
610,16,2,100,63,6,68.64
611,4,78,45,55,874,52.0
612,5,82,21,58,302,132.44
613,20,45,96,83,12,149.07
614,6,44,30,96,108,139.2
615,16,100,14,10,573,121.58
616,11,87,73,90,635,44.59
617,7,80,27,65,770,13.48
618,18,74,35,69,241,71.14
619,4,50,10,20,12,150.88
620,4,73,40,75,617,101.79
621,20,77,74,41,39,126.76
622,17,65,56,47,19,133.91
623,7,38,47,73,395,79.56
624,14,42,29,34,544,33.5
625,13,7,58,54,542,36.78
626,19,59,70,59,896,128.34
627,16,15,64,96,707,175.57
628,7,66,92,38,187,142.35
629,9,92,67,42,411,22.72
630,15,37,32,79,157,185.65
631,20,70,21,33,366,123.63
632,3,25,87,41,419,98.38
633,12,67,1,80,773,71.79
634,12,6,3,17,326,30.05
635,17,20,31,76,252,128.02
636,8,94,23,60,153,74.98
637,10,36,20,79,291,28.3
638,10,96,40,67,371,148.54
639,2,94,12,40,797,159.25
640,11,16,75,99,916,32.87
641,14,46,56,34,718,170.93
642,16,9,94,40,524,131.28
643,9,56,23,55,951,90.72
644,11,85,23,32,624,113.86
645,8,28,60,36,588,102.65
646,20,94,95,55,761,32.11
647,9,45,18,33,391,30.85
648,12,70,52,75,220,18.94
649,4,100,11,61,415,69.52
650,5,37,16,82,529,111.76
651,13,58,63,70,613,38.53
652,5,65,5,79,727,78.77
653,10,52,20,38,907,109.56
654,15,24,52,66,370,53.98
655,20,87,79,97,417,185.39
656,18,27,45,26,530,108.37
657,13,71,66,76,38,123.3
658,3,48,54,17,863,43.52
659,19,92,48,16,714,21.43
660,12,86,76,37,728,124.35
661,7,18,97,84,654,78.01
662,20,88,9,38,965,15.34
663,19,19,49,15,390,178.66
664,1,4,22,77,40,38.79
665,20,23,18,77,799,153.82
666,15,13,21,35,443,131.8
667,4,59,15,78,851,182.17
668,9,16,57,60,862,101.87
669,1,88,7,19,828,74.88
670,9,89,47,100,801,89.72
671,5,80,77,50,476,90.22
672,14,19,31,54,684,135.11
673,9,9,27,97,672,90.76
674,4,73,25,12,954,13.62
675,18,70,36,60,992,98.56
676,8,54,53,44,847,30.5
677,15,86,72,37,441,189.45
678,6,68,57,64,733,156.02
679,6,29,26,21,183,44.8
680,3,49,38,70,346,196.0
681,2,61,7,10,880,156.02
682,17,81,6,88,891,169.28
683,9,68,52,85,605,194.14
684,9,92,68,59,360,89.87
685,2,40,56,68,995,192.35
686,16,8,22,23,85,95.34
687,15,2,17,6,545,189.6
688,12,7,79,86,200,65.39
689,10,35,15,57,122,154.7
690,20,74,97,23,612,141.46
691,1,56,78,14,356,21.09
692,19,53,93,83,208,180.04
693,8,10,4,49,261,51.77
694,20,49,47,24,808,115.66
695,14,36,28,15,780,62.06
696,5,94,29,39,171,149.84
697,5,22,100,25,986,13.59
698,15,37,89,26,470,197.42
699,18,76,18,54,907,79.9
700,8,64,20,14,912,175.24
701,20,66,86,48,51,148.42
702,10,56,86,47,568,142.23
703,9,12,97,23,545,100.54
704,18,13,74,14,170,141.83
705,15,43,66,68,592,11.69
706,5,66,3,50,936,78.32
707,1,40,19,100,561,12.71
708,12,81,36,76,522,141.69
709,2,76,92,21,947,66.48
710,17,19,85,48,158,131.87
711,11,70,8,57,195,120.8
712,12,86,76,89,519,156.63
713,10,97,85,97,430,83.56
714,6,47,38,63,180,71.55
715,3,71,55,97,910,158.69
716,3,30,20,89,671,14.52
717,14,70,30,76,646,163.52
718,4,91,98,93,874,164.93
719,17,20,70,38,720,80.74
720,17,5,97,16,930,106.07
721,9,7,60,33,914,39.15
722,11,65,32,76,973,51.58
723,12,28,54,82,524,180.27
724,19,26,75,81,383,114.77
725,11,16,61,36,83,81.7
726,16,14,60,17,294,32.23
727,12,53,65,16,187,146.87
728,10,19,95,83,840,196.28
729,10,35,44,30,365,157.96
730,9,16,92,78,156,35.5
731,3,63,90,83,5,30.43
732,9,96,91,98,153,95.43
733,17,15,5,11,330,27.9
734,18,68,91,65,963,110.36
735,17,57,51,54,719,176.39
736,4,28,76,38,527,62.04
737,17,48,34,50,540,153.95
738,6,99,92,82,301,32.1
739,5,29,32,91,100,193.51
740,10,64,78,79,554,17.08
741,20,59,24,32,30,74.29
742,11,33,83,57,332,43.55
743,12,3,48,72,393,140.1
744,5,23,76,88,319,156.51
745,2,71,40,56,381,164.8
746,4,8,59,98,143,127.77
747,4,26,59,23,968,59.22
748,18,70,79,2,366,93.56
749,17,23,7,89,918,131.94
750,6,96,11,12,256,197.74
751,8,22,43,40,588,61.81
752,10,25,81,96,805,150.99
753,4,72,28,38,326,144.57
754,14,8,54,53,469,37.61
755,19,35,30,27,716,107.2
756,18,64,28,94,97,79.35
757,1,49,53,94,179,145.04
758,6,84,38,27,246,184.0
759,4,54,27,77,287,150.16
760,12,98,69,61,703,28.09
761,8,16,22,28,36,70.47
762,3,18,79,49,342,52.16
763,15,98,51,77,859,58.64
764,20,8,31,68,576,166.86
765,10,99,4,31,296,56.07
766,7,96,15,59,897,93.8
767,5,52,3,13,5,129.68
768,12,99,97,1,345,114.93
769,17,40,20,63,584,81.36
770,12,31,100,87,240,145.69
771,16,73,6,37,538,140.13
772,18,72,73,99,983,175.93
773,20,25,24,66,797,131.61
774,10,70,31,29,234,171.54
775,1,4,45,38,41,118.44
776,17,23,11,62,85,114.24
777,7,75,49,13,333,56.88
778,20,70,59,92,737,47.88
779,13,31,4,93,863,137.95
780,3,85,45,44,552,52.19
781,3,29,42,37,22,143.39
782,17,2,59,10,338,133.4
783,5,97,85,82,776,66.04
784,12,41,92,83,307,192.88
785,9,46,27,91,454,146.36
786,19,37,96,21,443,186.43
787,9,60,1,9,208,17.03
788,18,34,38,73,85,135.75
789,12,43,27,58,27,147.04
790,9,47,40,3,908,20.7
791,8,48,65,55,393,145.05
792,16,55,63,22,294,66.78
793,9,12,89,2,225,163.26
794,3,74,12,76,120,54.18
795,1,38,19,49,652,101.73
796,5,89,61,2,446,185.66
797,13,61,50,22,589,72.54
798,8,27,64,56,511,183.64
799,19,37,9,67,757,104.23
800,6,25,87,28,214,104.69
801,5,61,38,73,520,40.87
802,8,82,65,71,77,157.54
803,3,100,31,12,36,46.72
804,13,23,53,73,485,174.68
805,12,6,53,56,541,155.65
806,17,10,63,46,114,104.69
807,16,38,77,77,431,173.19
808,18,11,37,10,480,72.63
809,6,54,25,83,720,136.62
810,7,89,73,38,428,109.78
811,17,60,24,16,124,86.44
812,6,87,49,62,639,53.69
813,17,85,29,79,462,105.68
814,20,54,28,10,840,83.91
815,3,36,37,58,806,131.77
816,13,97,34,24,419,184.44
817,18,7,19,26,39,159.79
818,20,96,33,34,765,144.56
819,15,60,23,74,715,157.7
820,8,26,25,66,358,121.07
821,15,66,87,3,621,65.91
822,20,8,85,72,487,36.86
823,15,93,40,99,577,28.47
824,7,35,33,86,323,143.66
825,20,55,28,81,335,73.18
826,2,42,48,18,559,68.69
827,7,95,98,16,785,125.85
828,14,90,73,22,875,21.75
829,2,32,5,83,745,36.77
830,14,15,64,5,283,16.2
831,13,21,12,74,105,74.87
832,15,56,85,74,797,175.03
833,12,38,28,28,816,193.02
834,3,39,76,4,893,166.4
835,6,57,88,53,92,64.01
836,9,19,90,4,310,83.07
837,18,45,30,5,464,79.33
838,11,56,38,47,590,181.93
839,7,67,55,70,90,198.54
840,13,92,17,1,425,103.13
841,16,57,83,70,740,11.96
842,3,28,69,65,490,92.62
843,10,86,5,71,393,74.33
844,7,78,4,42,239,161.54
845,11,24,1,15,997,178.41
846,3,5,10,7,463,70.13
847,8,97,8,24,915,143.37
848,10,10,38,5,699,40.18
849,20,81,10,49,562,103.02
850,10,39,81,82,782,121.2
851,15,8,66,64,789,186.71
852,19,92,84,26,471,187.94
853,16,97,36,8,106,161.51
854,4,41,61,46,186,44.82
855,3,50,39,21,254,163.81
856,4,89,19,34,666,182.71
857,6,67,65,96,36,184.8
858,14,69,28,47,429,34.47
859,6,17,53,48,222,24.26
860,14,64,82,99,478,155.83
861,1,15,93,17,20,124.06
862,3,10,31,4,353,165.45
863,9,3,99,34,977,92.09
864,19,53,60,76,201,123.43
865,1,14,19,71,926,184.4
866,19,61,10,42,886,101.31
867,3,17,55,99,227,79.89
868,5,27,96,77,649,48.23
869,20,96,27,21,286,167.41
870,1,38,54,19,479,40.25
